id_1,id_2
109,20380
109,14539
109,16749
109,9661
109,511
109,7618
109,6233
109,5735
109,5987
109,9987
109,3192
109,14170
109,21022
109,13073
109,3397
109,21102
109,3287
109,3863
109,15240
109,6193
109,21931
109,20594
113,18006
113,15107
113,16072
113,14516
113,6603
113,19567
113,13134
113,18100
113,6244
113,13537
113,9531
113,4152
113,6940
113,21144
113,21272
113,10843
113,16337
113,20314
113,16992
113,2902
113,4907
113,17079
113,6427
113,6318
113,5844
113,12160
113,5799
113,10072
113,20862
113,11424
113,20826
113,7812
113,17065
113,6621
113,6491
113,19735
113,14862
113,21497
113,4099
113,2959
113,3932
113,4300
113,18002
113,19133
113,3870
114,3563
114,10368
114,11228
114,18012
114,1705
114,3622
114,364
114,8637
114,20525
116,3807
116,9600
116,3052
116,7179
116,18789
129,22359
129,13515
129,1035
129,9174
129,10256
129,11916
129,10257
129,12321
129,8557
129,19640
129,10174
129,12853
129,5353
129,22283
129,1860
129,10224
129,4357
138,3990
138,4758
138,1293
138,14017
138,6291
138,6542
138,1962
138,12064
138,6413
138,11003
138,5439
138,5158
138,51
138,20182
138,19732
138,11181
138,16362
138,554
138,5448
138,18021
138,11712
138,12777
138,13639
138,10292
138,11611
138,968
138,15187
138,10387
138,21066
138,21586
138,8377
138,17837
144,10661
144,13714
144,14267
144,21392
144,8840
145,7646
145,12472
145,12928
145,2754
145,10443
145,12742
145,15321
145,15399
145,4687
145,18819
145,2612
145,14503
145,3465
146,17110
146,18022
156,9652
156,6466
156,3906
156,17056
156,22237
156,21206
156,16001
156,7091
156,11719
156,13175
156,8335
156,5122
176,7308
176,18727
176,7093
176,6420
176,15586
176,9990
176,14521
176,8249
176,20068
176,9301
176,6358
176,6820
176,16641
176,13657
176,15867
176,2449
176,10481
176,13698
176,8941
176,2625
176,13102
176,9471
176,5049
176,3956
176,20031
176,10639
176,21946
176,6203
176,13756
176,1627
176,7642
176,10469
176,14218
176,17190
176,894
176,15005
176,3934
176,1985
176,5629
176,9060
176,16529
180,3032
180,17358
180,5332
180,4256
180,4472
180,13779
180,18944
180,6502
180,14910
180,14187
180,5596
186,1168
186,15929
186,19933
186,10497
186,5983
186,7375
186,827
186,20820
186,19279
186,17412
186,4824
186,16065
186,18804
186,5801
186,10174
186,9558
186,13656
186,14147
186,13142
186,19037
186,19457
186,9268
186,20152
186,21668
186,19370
186,17151
186,3915
186,20396
186,22380
187,18090
187,17639
187,14264
187,6474
187,5231
187,10860
187,8372
187,2882
187,10562
187,19702
187,22173
187,2983
187,17121
187,5237
187,8204
187,7076
187,12300
187,1691
187,3775
187,13776
187,6207
187,11102
187,3423
187,5785
187,16779
187,3838
187,6823
187,11036
187,8910
187,19803
187,16608
187,17740
187,13368
187,5147
187,13053
187,4910
187,14628
187,4211
187,18155
187,811
187,17065
187,6113
187,12512
187,13538
187,6320
187,9263
187,6914
187,12872
187,8712
187,2999
187,11324
187,16277
187,12593
187,2208
187,7602
187,2282
187,9706
187,4738
187,16972
187,5356
187,3732
187,3676
187,8395
187,2378
187,3813
187,20876
187,7983
187,3891
187,3403
187,13645
187,17516
187,8985
187,19564
187,16203
187,11842
187,2488
187,12965
187,16975
187,15808
187,6933
187,17069
187,18393
187,12806
187,4874
187,22029
187,4963
187,5577
187,7374
187,11408
187,8687
187,1443
187,2058
187,19119
187,19368
187,11507
187,10978
187,1602
187,22445
187,20785
187,20837
187,1882
187,7867
187,16128
187,18260
187,5848
187,21631
187,12457
187,20281
187,5923
187,3223
187,18992
187,13551
187,21771
187,15385
187,20049
187,21840
187,7473
187,8514
187,7212
187,4967
187,10648
187,9512
187,1377
187,1997
187,4109
187,8434
187,15957
187,20488
187,22435
191,18483
191,10865
191,14136
191,1483
191,3993
191,3769
191,12140
191,16814
191,1834
191,16016
191,6550
191,20522
191,6528
191,13750
191,4072
191,14483
191,10351
191,302
191,7090
191,9596
191,8621
191,4262
191,2089
191,18201
191,4319
191,18353
191,14118
195,18097
200,15576
200,11003
200,12210
200,15703
202,15259
202,17056
203,12894
203,18056
203,13825
203,212
203,6164
203,2664
203,8095
203,14257
203,20848
203,12001
203,1582
203,2482
203,12575
203,6892
209,7150
209,6539
210,6355
210,4484
210,4063
210,1193
210,15216
210,290
210,11362
210,3300
210,11611
210,17799
210,15362
210,14969
210,20217
210,11769
210,10672
210,4562
210,22403
210,14335
210,15644
210,9273
211,15240
211,511
212,20244
212,18910
212,6710
212,6892
212,5322
212,6112
212,4790
212,2181
212,3319
212,8119
212,8095
212,18056
212,6376
212,13652
212,8206
212,1967
212,19967
212,6047
212,2976
212,2344
212,19871
212,9769
212,20841
212,3156
212,6208
212,17396
212,2664
212,20848
212,16587
212,1582
212,20086
212,19198
212,12075
212,13976
212,10960
212,9915
212,7776
212,10306
212,4636
212,1236
212,20036
212,21592
212,15606
212,2808
212,12786
212,16184
212,9183
212,4819
212,7511
212,2286
212,11747
212,21043
212,18325
212,8568
212,1422
212,21045
212,15178
212,11482
212,13814
212,7979
212,647
212,10788
212,12001
212,12882
212,4128
212,17594
212,13825
212,9277
212,15430
212,20108
212,12163
212,4236
212,13831
212,837
212,12361
212,12536
212,10284
212,16106
212,7369
212,3466
212,12894
212,6164
212,16998
212,14257
212,15182
212,12739
212,15547
212,19487
212,8956
212,365
212,19489
212,2753
212,16019
212,9181
212,14662
212,15714
212,12555
212,18072
212,8868
212,20729
212,14504
212,8099
212,20178
212,10730
212,16091
212,3489
212,10275
212,19936
212,8975
212,11011
212,1270
212,10616
212,7651
212,5581
212,2482
212,19083
212,20571
212,20158
216,3638
216,14471
216,15851
216,17340
216,8292
216,20337
216,17056
216,7990
216,22100
216,20797
216,7860
216,369
216,13866
216,9554
216,362
216,16427
216,16086
216,3395
216,5821
216,21491
216,21907
216,3070
216,6049
216,9363
216,7357
216,22110
216,16081
216,21498
216,22065
216,3160
216,3762
216,6555
216,7585
216,15878
216,16001
220,217
220,17358
220,1326
220,5596
220,18938
225,6675
225,16022
225,5546
225,20415
229,7049
229,10024
229,1499
229,16932
229,6999
229,10712
229,5854
229,17092
229,6695
230,13866
230,18819
230,17340
230,2278
230,22100
230,21491
230,3982
230,9554
230,16427
230,17437
230,5821
230,8271
230,19891
230,3070
230,9363
230,3878
230,7357
230,22110
230,8893
230,1953
230,3160
230,4720
230,16805
230,16001
231,4135
231,9425
231,10729
231,920
234,21373
234,18006
234,21272
234,18636
234,21035
234,10076
234,7892
234,17438
234,4548
234,22450
234,20180
234,8270
239,14311
239,21197
239,3888
239,12617
239,17237
239,20617
239,1621
239,3741
239,17087
239,6050
1439,12295
1439,1032
1439,14393
1439,13735
1439,18196
1439,5208
1439,7125
1439,20708
1439,8877
244,6358
244,18612
244,15514
246,12472
246,12199
246,2754
246,10443
246,12742
246,15399
246,19344
246,22002
246,5967
246,10049
246,2468
246,13273
246,14503
246,7646
246,2558
246,14435
246,4767
246,1872
246,14531
246,18819
246,3529
256,1303
256,12106
256,17056
257,2575
257,12032
257,18155
257,14799
257,956
257,14364
257,1459
257,18425
257,13267
257,16232
257,11149
257,17110
257,17685
257,6818
257,10664
257,4966
257,14168
257,21921
257,20542
257,11172
257,12286
257,18198
257,19906
257,8817
257,12308
257,9400
268,12672
268,10744
269,7280
283,2431
283,3869
283,17475
283,13667
283,2134
283,5835
283,9033
283,17158
283,17893
283,22198
283,16816
283,10894
283,1008
283,9462
283,6653
283,1850
283,12166
283,20710
283,7400
283,1318
283,19873
283,14672
283,5369
283,6533
283,3610
283,14239
283,502
283,2019
283,2131
283,12820
283,4357
283,11909
284,4021
290,13258
290,14969
290,2437
290,9583
290,18470
290,5777
290,13265
290,5591
290,18190
290,2104
290,7666
290,4542
290,3921
290,16777
290,13966
290,4377
290,20167
290,722
290,15512
290,5066
290,15552
290,10672
290,10673
290,17659
290,8920
290,11611
290,21763
290,21546
290,15524
290,4569
290,19646
290,12624
290,17860
290,9273
290,16455
290,11769
290,7459
290,7356
290,4229
290,16095
290,562
290,1077
290,12424
290,18782
290,6503
290,12645
290,3903
290,15199
290,20019
290,15362
290,11410
290,5470
290,1089
290,14148
290,13484
290,14015
290,14485
290,6355
290,19679
290,13151
290,10370
290,10062
290,20217
290,4425
290,21614
290,18991
290,15215
290,15216
290,3274
290,4562
290,9548
290,8277
290,6886
290,14720
290,13072
290,14335
290,16505
290,14116
290,14117
290,13517
290,6714
290,10399
290,18651
290,6852
290,17038
290,7458
290,6046
290,9519
290,9515
290,2545
290,6899
290,21646
290,15973
290,14095
290,12693
290,8130
290,17048
290,5144
290,8304
290,2023
290,2374
290,2710
290,4484
290,8324
290,14917
290,6396
290,20950
290,19204
290,22403
290,3084
290,17750
290,21814
290,9354
290,15658
290,6922
290,3868
290,21319
290,7760
290,11140
290,1692
290,20798
290,10282
290,12186
290,4000
290,17782
290,14743
290,10105
290,11160
290,11768
290,15470
290,2403
290,15644
290,4063
290,1193
290,22242
290,18882
290,3300
290,17799
290,2238
290,17452
290,8185
290,12036
290,12037
290,5571
290,2025
290,18893
290,18534
290,22261
290,21113
290,12915
290,6942
290,702
290,16478
291,18056
291,14257
302,4072
302,1234
302,16016
302,3993
302,7090
302,9596
302,16814
302,1483
302,10351
302,6550
302,20522
304,19781
304,11535
304,1480
304,16463
304,6156
304,22222
304,2771
304,6795
304,11274
304,15231
304,1866
304,15432
304,11228
304,22085
304,2058
304,4497
304,5335
304,5600
304,10362
304,11641
304,22305
304,8411
304,2455
304,1936
304,14791
304,17179
304,5248
304,5663
304,18155
304,11786
304,15784
304,17037
304,18945
304,15652
304,15017
304,14891
304,15653
304,19033
304,2040
304,3398
304,14862
304,22062
304,4473
304,12047
304,4397
311,22389
311,7409
311,21517
311,19583
311,16453
311,4325
311,9321
311,15021
311,12444
311,9512
311,19803
311,3648
311,13235
311,17779
314,6675
314,9253
317,16592
317,6868
317,17674
317,11986
317,601
321,2043
321,21226
321,10560
321,15537
321,14282
321,9816
321,10043
321,11969
321,9368
321,6634
321,20499
321,7570
321,11179
321,13232
321,9255
321,12738
321,6302
321,7050
321,19053
321,7816
321,1275
321,1037
321,2746
321,1796
321,4549
321,14529
321,18561
321,1668
321,2455
321,16375
321,21803
321,2680
321,10500
321,21860
321,7645
321,2764
321,1763
321,6646
321,10510
321,19416
321,9149
321,2610
321,22025
321,5501
322,21491
322,5503
322,15523
322,3070
322,8893
322,9645
332,8119
332,18386
332,14930
332,13067
332,18612
332,5049
334,5503
334,18819
334,13193
334,12116
334,9678
334,17056
334,19862
334,11719
334,16086
334,3878
334,16639
334,21491
334,3951
334,17308
334,3070
334,7670
334,8893
334,9645
334,15475
334,4720
334,21078
334,3767
334,21962
334,8351
342,15686
342,20710
342,7400
342,2723
342,2134
342,738
342,18648
342,7845
342,7239
342,5678
342,417
342,6030
342,4357
342,16133
353,8119
353,18612
360,7615
360,6357
360,17144
360,20000
360,10855
360,1939
361,3938
361,12066
361,5123
361,9279
361,16511
361,9485
361,8987
361,3816
361,9744
361,21510
361,5945
361,9227
361,1111
361,20163
361,15466
361,6886
361,12695
361,21110
361,18201
361,8091
361,16464
361,4439
361,15645
362,17495
362,21491
362,5895
362,21907
362,17056
362,15127
362,4871
362,16086
362,4687
362,7549
362,20857
362,8351
364,2613
364,1293
364,15494
364,448
364,12057
364,3415
364,8153
364,10355
364,4891
364,11228
364,11808
364,7868
364,15865
364,5054
364,2109
364,1490
364,3234
364,19711
364,14530
364,2709
364,10061
364,14789
364,8132
364,17932
364,5956
364,3517
364,5292
364,3622
364,18029
364,7249
364,13806
364,6136
364,17852
364,21577
364,21289
364,18012
364,10873
364,11053
364,8236
364,9505
364,18750
364,14293
364,5448
364,8318
364,18219
364,5991
364,3357
364,12525
364,6070
364,16099
364,18227
364,15612
364,9628
364,14827
364,11666
364,13591
364,4066
364,14385
364,18328
364,11853
364,12012
364,16079
364,10181
364,13562
364,2055
364,13769
364,4592
364,17758
364,21731
364,3857
364,760
364,17089
364,17787
364,7454
364,18874
364,5542
364,11592
364,1121
364,20525
364,7529
364,13141
364,3563
364,21160
364,1705
364,18729
364,20995
364,3697
364,11701
364,14588
364,11369
364,4342
364,4117
364,17996
364,14592
364,15214
364,10368
364,15134
364,20412
364,4177
364,7060
364,6699
364,20565
364,9593
364,16485
364,14335
364,20237
364,17813
364,2961
364,12086
364,14103
364,19779
364,20147
364,1559
364,8470
365,9156
365,9580
365,19935
365,10335
365,2335
365,12889
365,20092
365,8095
365,3739
365,12710
365,17727
365,13695
365,4893
365,9918
365,8189
365,3307
365,6868
365,22137
365,16106
365,11776
365,6211
365,15341
365,20086
365,20677
365,21592
365,1270
365,19887
365,3728
365,12075
365,4597
365,3963
365,443
365,5916
365,19028
365,11986
365,15553
365,13286
365,10784
365,20036
365,14408
365,16127
365,8099
365,11003
365,3874
365,5227
365,4819
365,19805
365,19607
365,16368
365,12463
365,8106
365,21046
365,21922
365,2664
365,11611
365,22342
365,12171
365,3494
365,7393
365,22319
365,22162
365,20571
365,2252
365,20158
369,14770
369,12230
369,5503
369,17340
369,3364
369,2278
369,9678
369,8893
369,7860
369,20013
369,21721
369,11849
369,17214
369,16639
369,8486
369,20308
369,10129
369,3070
369,3906
369,20337
369,16111
369,9645
369,6018
369,21684
369,2825
369,20811
369,7111
369,7091
369,4720
369,21648
369,8045
369,10577
369,10814
369,14471
369,6555
369,19891
369,12783
369,9222
369,2159
369,12116
369,17056
369,22404
369,11719
369,5257
369,12873
369,16427
369,7549
369,11946
369,21491
369,10968
369,22110
369,9554
369,4053
369,13505
369,19653
369,18773
369,7670
369,18888
369,8351
369,13005
369,20857
369,5122
372,4402
389,1923
389,22181
389,398
398,13536
398,11003
398,5448
398,731
398,22181
403,5123
403,11913
403,16464
403,21349
403,6931
403,9279
403,15906
403,10173
403,16511
403,11200
403,5752
403,9485
403,1874
403,3816
403,21110
403,9744
403,21510
403,5945
403,9227
403,12625
403,1111
403,20163
403,21923
403,21623
403,19176
403,18201
403,21568
403,8091
403,4439
403,9368
403,15645
412,17495
412,5503
412,9678
412,19982
412,2315
412,21907
412,17340
412,17056
412,22100
412,19539
412,16001
412,21684
412,13178
412,16427
412,16639
412,3878
412,6018
412,21491
412,11585
412,9843
412,17308
412,17671
412,8486
412,7357
412,3070
412,16111
412,2671
412,3160
412,18819
412,18888
412,15475
412,9363
412,15928
412,22110
413,994
413,12747
413,8634
413,2385
413,272
413,21830
413,1540
417,7400
417,8382
417,13321
417,14262
417,14850
417,738
417,18648
417,5678
417,873
417,20334
417,7992
417,3966
417,16133
417,6030
427,15844
435,12472
438,11560
438,8239
442,21491
442,5289
442,19862
442,3070
444,7212
444,3891
444,5780
445,16716
445,1467
445,16223
447,2925
447,9061
448,19505
448,2961
453,11767
456,8886
456,2507
456,3939
456,22400
456,11952
456,8747
456,17441
456,16976
456,16027
456,2823
456,10082
456,13059
456,10087
456,11948
457,15218
457,8222
457,1035
11258,3748
11258,1440
11258,11370
11258,4478
459,1061
459,3970
459,6179
459,6169
459,16809
459,16254
459,1587
459,15719
459,20191
460,20341
460,4402
460,16816
460,20334
466,20129
466,15657
466,15260
466,11170
466,22141
466,12412
466,19569
466,12331
466,14834
466,18732
466,1873
466,20890
468,11528
469,1228
469,20723
469,22417
469,7788
470,5284
470,7401
470,20712
470,9564
470,4800
470,17447
470,4472
470,12804
470,16553
470,9967
470,9739
470,12021
470,20957
470,5245
470,20717
470,7254
470,14059
479,7979
479,16368
479,6694
479,12075
479,7981
479,19747
479,20164
479,15183
485,18819
488,21460
491,11514
491,20415
491,14668
492,10501
494,12472
494,20745
494,18819
494,17340
494,10995
494,21907
494,17056
494,10258
494,9554
494,8351
494,9164
494,8335
494,21491
494,9843
494,15384
494,20100
494,6049
494,9394
494,14350
494,8893
494,17437
494,16001
494,1224
494,22352
494,17671
494,9363
494,5122
502,3869
502,9033
502,13667
502,1850
502,2134
502,5835
502,5369
502,18648
502,17893
502,2019
502,4357
502,9462
502,6653
502,1318
510,7422
510,3870
510,9001
510,6009
510,22127
510,6318
510,13134
510,17994
510,13537
510,11546
510,20510
510,6940
510,16972
510,11424
510,14862
510,6603
510,17194
510,16337
510,21497
510,9671
510,21144
510,19133
511,20107
511,11242
511,8153
511,5323
511,3287
511,21235
511,6322
511,6825
511,4889
511,14425
511,14650
511,9987
511,17537
515,10833
515,16809
11270,2412
11270,13494
11270,19514
11270,18546
11270,21166
523,8602
523,12222
527,17713
527,4452
528,21491
528,22110
528,9363
528,3906
528,7357
528,3070
528,22100
528,10596
528,1267
528,16001
528,22024
528,16427
528,3878
532,17787
532,4177
532,21586
3220,21491
3220,5289
3220,21672
3220,3070
3234,13562
3234,11757
3234,18382
3234,14261
3234,20995
3234,11808
3234,13769
3234,7726
3234,22334
3234,9895
3234,20361
538,2929
541,7503
541,3321
542,1344
542,16809
542,6480
542,9863
542,8354
542,15210
542,696
542,4300
542,21901
542,7157
542,879
542,14973
542,13844
542,18068
549,19806
552,18090
552,15808
552,7374
552,17202
552,2058
552,16975
552,20281
552,7834
552,1377
552,9611
552,7076
552,19558
552,20774
552,2208
553,10396
553,2051
553,4511
553,18058
554,20723
554,22391
554,16173
554,18388
554,8098
554,11916
554,12034
554,835
554,11003
554,2492
554,1228
554,14952
554,5221
554,5448
554,12776
554,6594
554,8221
554,21682
554,5768
556,4357
556,4012
556,18648
557,5208
557,14432
557,14650
557,557
562,20128
562,17659
562,1193
562,11140
562,14116
562,3300
562,5777
562,22403
562,18782
562,6396
562,18991
562,6886
562,18893
562,8304
562,17860
562,14882
562,15362
562,15470
562,5066
562,16095
562,2374
562,15644
564,3741
564,2470
575,12260
575,2895
575,3379
577,14712
577,20914
577,3198
577,21643
577,14650
581,15337
583,21491
583,2734
583,3070
583,20337
583,2278
583,9562
583,22100
583,4818
583,3160
583,19442
583,15912
583,2329
583,15607
583,16427
583,9363
583,7357
583,19930
583,15878
588,8081
588,9682
589,12336
589,6358
589,3861
589,6203
589,1408
589,5049
593,1401
593,4423
593,4232
593,8239
593,8169
593,4188
593,20636
593,9330
593,22317
593,13049
593,11560
593,20027
593,2922
593,20521
593,19602
593,1689
593,1965
593,1181
594,19805
594,155
594,8099
594,19028
594,16990
594,12463
594,15606
594,9156
594,4819
600,17495
600,13866
600,16938
600,2315
600,17056
600,22100
600,7860
600,19891
600,22404
600,16001
600,5289
600,13178
600,16427
600,16639
600,16113
600,21491
600,7357
600,3070
600,16805
600,17684
600,22110
600,9562
600,18819
600,18888
600,2825
600,15928
600,9363
600,21498
600,8351
601,15714
601,16592
601,12361
601,18071
601,11986
601,6016
601,12882
601,20528
601,22162
601,10388
601,20092
601,20158
606,15510
606,21995
606,17309
606,12370
606,17764
606,6399
606,11565
606,20577
606,22444
606,6956
606,3780
606,2389
606,21813
606,7706
606,3914
609,7979
609,15553
609,10424
616,12177
617,1509
617,9000
619,12086
619,15494
619,18729
621,15754
621,6167
621,10256
621,1226
621,10257
621,8779
22441,16809
631,11911
631,945
631,19874
631,20248
631,16210
631,16015
631,8151
631,21610
631,16337
631,11992
631,7086
631,12874
631,721
631,4907
632,15912
632,17570
632,12783
632,7091
632,2278
632,12116
632,17056
632,17684
632,10995
632,3171
632,14633
632,15607
632,21491
632,18878
632,22110
632,16336
632,9562
632,7767
632,7111
632,18338
632,3906
632,2825
632,15928
632,19930
632,8351
639,20152
639,15787
639,20820
639,14649
643,18135
643,656
643,12053
643,7150
643,1413
643,5664
643,19105
643,17092
643,17089
643,3075
645,1871
645,16953
645,15787
645,15838
645,8363
645,9890
645,1543
647,6892
647,7776
647,12555
647,20036
647,6012
647,12361
647,2664
647,16106
647,8330
647,9769
647,8975
647,11482
647,6804
647,11099
647,10106
647,14257
647,20848
647,4719
647,12606
647,20571
651,13120
651,15399
651,2895
651,11006
651,14503
651,7249
656,19733
656,6695
656,5664
656,20603
656,17089
656,13520
656,22453
656,9388
656,18690
656,7150
656,11316
658,10250
671,15358
671,18767
677,8937
689,7485
689,2527
689,4426
689,6523
689,21930
689,14650
690,10482
690,1801
690,7940
690,17056
690,22237
690,11719
690,20888
690,6378
690,19877
690,10459
690,22438
690,7091
690,17864
690,7822
690,217
690,21066
690,10479
696,10747
696,16809
696,11162
696,14973
696,12610
702,4484
702,4063
702,1193
702,11140
702,20128
702,3300
702,12424
702,6714
702,22403
702,6396
702,12645
702,2025
702,4000
702,17860
702,9273
702,8277
702,15362
702,10105
702,15512
702,15552
702,10672
702,15644
704,7979
704,15714
704,12130
704,8868
707,11003
712,16666
712,5618
712,1299
712,10697
712,11988
712,1252
712,14391
713,293
713,18774
714,6956
714,14702
714,12370
714,18521
714,17764
714,12829
714,7061
714,6399
714,11565
714,20577
714,22444
714,2389
714,5861
714,3780
714,6071
714,21756
714,21813
714,10221
714,7706
714,21995
716,10970
716,11712
719,7267
719,20355
719,18767
720,11710
720,16896
720,9653
720,18155
720,14799
720,11514
720,10117
720,6297
720,11003
720,4918
720,11149
720,17685
720,6818
720,19578
720,925
720,6799
720,8856
720,15135
720,9563
720,21921
720,8348
720,18220
720,14650
720,8219
720,12308
720,7542
720,18327
720,20415
720,3356
720,19707
720,21782
721,3768
721,11911
721,2745
721,4477
721,6197
721,16124
721,18739
721,3063
721,11544
721,11992
721,12907
721,12874
721,20826
721,1741
721,22084
721,15632
721,19329
721,17147
721,2040
721,20248
721,19874
721,16210
721,16015
721,8151
721,15181
721,16668
721,10778
721,7086
721,6822
721,18207
721,7937
721,3385
721,4648
722,2238
722,18893
722,1193
722,9515
722,4000
722,14116
722,3300
722,4425
722,15362
722,22403
722,20798
722,18782
722,16777
722,5066
722,12645
722,15644
731,5480
731,22181
731,11003
738,15686
738,17127
738,7400
738,8382
738,11927
738,14850
738,2723
738,18648
738,5678
738,873
738,2134
738,4978
738,6653
738,20710
738,14262
743,8153
743,21038
743,12681
743,5208
743,18484
743,16723
743,14055
743,4536
743,2695
743,15043
743,20888
743,4889
743,14650
743,13320
743,5426
743,6702
743,1359
743,18155
743,6585
743,12308
760,12086
760,14293
760,16079
760,13141
760,2613
760,18729
760,5542
760,2961
760,21289
760,7454
760,9547
760,8236
762,11340
762,9156
762,9580
762,2335
762,21922
762,10907
762,17454
762,20528
762,8956
762,9431
762,4819
765,8451
765,9257
765,22426
765,12177
11316,8780
11316,17089
11316,9388
11316,8546
11316,7150
768,5524
768,18295
768,10497
768,15717
768,20990
768,20152
768,19197
768,20820
768,20883
768,8630
768,2869
768,14958
768,11223
768,12062
768,1199
768,10174
768,17550
768,13963
768,1136
768,1020
768,5000
768,17901
768,13056
768,3314
768,827
768,22066
768,3915
768,20045
768,12589
768,15822
775,16362
788,13781
788,15684
791,13757
791,21434
791,8902
791,10289
800,15060
800,9558
800,16121
800,10329
800,5303
800,19037
800,19457
800,17707
801,14861
801,18938
802,6244
802,17914
802,3429
802,17194
802,13960
802,16594
802,11546
802,15965
802,7812
802,9408
802,11296
802,6603
802,20314
802,18207
802,7086
802,1142
802,7917
802,17079
802,9653
802,3870
802,20131
802,16124
802,12988
802,13537
802,21610
802,12160
802,6318
802,11424
802,20826
802,21438
802,6940
802,5844
802,945
802,14862
802,13861
802,13134
802,4907
802,16337
802,9001
802,18656
802,21144
802,19133
806,8007
806,17283
806,9690
806,4727
806,15607
806,17499
806,5665
806,13890
806,11881
20219,6629
20219,8427
20219,1572
20219,6247
811,13551
811,8395
811,8985
811,11507
811,13776
811,1602
811,4211
811,16779
811,13053
811,7867
811,20556
811,11663
811,19702
811,15808
811,8514
811,12965
811,12300
811,12512
811,15410
811,22435
811,2282
811,11524
811,3676
811,14591
811,14628
811,4874
811,2058
811,18090
811,4967
811,19560
811,8910
811,7503
811,11102
811,5785
811,20488
811,8413
815,9279
815,11808
815,7726
815,9674
815,18382
815,13562
815,14870
815,14827
817,16368
817,3728
817,15341
817,15553
817,17026
817,21922
819,7099
819,10879
819,9174
819,16487
819,21929
819,16885
827,1168
827,5524
827,10981
827,10497
827,15717
827,20990
827,20152
827,19197
827,20820
827,10630
827,20883
827,1199
827,2869
827,18295
827,11223
827,3718
827,12062
827,10174
827,12589
827,13963
827,1136
827,17550
827,5000
827,13056
827,3314
827,16191
827,5196
827,14147
827,22066
827,16657
827,8955
827,3915
827,13043
827,20045
827,17920
827,22321
827,15822
831,12248
831,14668
831,14168
831,21882
831,17106
831,19386
831,10117
831,12286
831,19906
831,20415
831,14650
831,14413
831,22254
832,14650
832,4732
835,11802
835,19092
835,22391
835,22087
835,17055
835,6990
835,10495
835,6862
835,10638
835,5768
835,12502
836,12250
836,8821
837,19487
837,2664
842,3359
842,11003
842,12552
842,18155
842,14799
842,17685
842,19707
845,14650
845,955
845,17328
845,20597
845,20415
845,20442
845,14668
845,1727
845,19386
845,6818
847,3633
847,16809
848,21272
848,2135
848,14155
848,16128
848,4152
848,6379
848,21538
848,7813
848,14862
848,21123
848,2983
848,10018
848,19091
855,12941
855,6688
855,20888
855,14650
856,8268
856,13314
860,8140
860,7257
869,4536
869,13032
869,8064
869,1359
